ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
Comune di Olgiate Olona,00322700121,PagoPA SpA,15376371009
Comune di Olgiate Olona,00322700121,Maggioli SPA,06188330150
Comune di Olgiate Olona,00322700121,CREDEMTEL SpA,01378570350
Comune di Olgiate Olona,00322700121,Progetti e Soluzioni SPA,06423240727
Comune di Olgiate Olona,00322700121,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Olginate,00634350136,PagoPA SpA,15376371009
Comune di Olginate,00634350136,Regione Lombardia,80050050154
Comune di Olginate,00634350136,eRemind srl – PMPAY,11311050964
Comune di Oliena,00156030918,PagoPA SpA,15376371009
Comune di Oliena,00156030918,Regione Autonoma della Sardegna,80002870923
Comune di Oliena,00156030918,Numera Sistemi e Informatica SpA,01265230902
Comune di Oliva Gessi,00468570189,PagoPA SpA,15376371009
Comune di Oliva Gessi,00468570189,CREDEMTEL SpA,01378570350
Comune di Oliva Gessi,00468570189,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Olivadi,85000330796,PagoPA SpA,15376371009
Comune di Olivadi,85000330796,Noviservice srl,02789990922
Comune di Oliveri,00359110830,Siscom SPA,01778000040
Comune di Oliveri,00359110830,Poste Italiane S.P.A.,97103880585
Comune di Oliveri,00359110830,PagoPA SpA,15376371009
Comune di Oliveto Citra,00578180655,PagoPA SpA,15376371009
Comune di Oliveto Citra,00578180655,Poste Italiane S.P.A.,97103880585
Comune di Oliveto Citra,00578180655,Noviservice srl,02789990922
Comune di Oliveto Lario,83006990135,PagoPA SpA,15376371009
Comune di Oliveto Lario,83006990135,Regione Lombardia,80050050154
Comune di Oliveto Lucano,83000490777,PagoPA SpA,15376371009
Comune di Oliveto Lucano,83000490777,WEMAPP SRLS,01931590762
Comune di Oliveto Lucano,83000490777,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Oliveto Lucano,83000490777,CREDEMTEL SpA,01378570350
Comune di Oliveto Lucano,83000490777,Dedagroup Public Services S.R.L.,01727860221
Comune di Olivetta San Michele,00238720080,Siscom SPA,01778000040
Comune di Olivetta San Michele,00238720080,PagoPA SpA,15376371009
Comune di Olivola,00453320061,Regione Piemonte,80087670016
Comune di Olivola,00453320061,PagoPA SpA,15376371009
Comune di Olivola,00453320061,CREDEMTEL SpA,01378570350
Comune di Olivola,00453320061,Advanced Systems S.p.A.,03383350638
Comune di Ollastra,80005470952,PagoPA SpA,15376371009
Comune di Ollastra,80005470952,Regione Autonoma della Sardegna,80002870923
Comune di Ollastra,80005470952,APKAPPA S.R.L.,08543640158
Comune di Ollolai,00601080914,PagoPA SpA,15376371009
Comune di Ollolai,00601080914,Poste Italiane S.P.A.,97103880585
Comune di Ollolai,00601080914,Numera Sistemi e Informatica SpA,01265230902
Comune di Ollomont,00101810075,PagoPA SpA,15376371009
Comune di Ollomont,00101810075,Regione Autonoma Valle D'Aosta,80002270074
Comune di Olmedo,80002420901,PagoPA SpA,15376371009
Comune di Olmedo,80002420901,Abaco Spa,02391510266
Comune di Olmedo,80002420901,E-Fil S.r.l.,03789750100
Comune di Olmeneta,00269750196,PagoPA SpA,15376371009
Comune di Olmeneta,00269750196,Maggioli SPA,06188330150
Comune di Olmo al Brembo,85000650169,PagoPA SpA,15376371009
Comune di Olmo al Brembo,85000650169,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Olmo al Brembo,85000650169,Maggioli SPA,06188330150
Comune di Olmo al Brembo,85000650169,APKAPPA S.R.L.,08543640158
Comune di Olmo Gentile,00182610055,Siscom SPA,01778000040
Comune di Olmo Gentile,00182610055,Regione Piemonte,80087670016
Comune di Olmo Gentile,00182610055,PagoPA SpA,15376371009
Comune di Oltre il Colle,00579500166,PagoPA SpA,15376371009
Comune di Oltre il Colle,00579500166,Maggioli SPA,06188330150
Comune di Oltre il Colle,00579500166,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Oltre il Colle,00579500166,Novares Spa,12105121003
Comune di Oltre il Colle,00579500166,CREDEMTEL SpA,01378570350
Comune di Oltre il Colle,00579500166,APKAPPA S.R.L.,08543640158
Comune di Oltressenda Alta,00658090162,PagoPA SpA,15376371009
Comune di Oltressenda Alta,00658090162,Regione Lombardia,80050050154
Comune di Oltressenda Alta,00658090162,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Oltressenda Alta,00658090162,CREDEMTEL SpA,01378570350
Comune di Oltressenda Alta,00658090162,Intesa Sanpaolo SPA,00799960158
Comune di Oltrona di San Mamette,00686080136,San Marco SPA,04142440728
Comune di Oltrona di San Mamette,00686080136,PagoPA SpA,15376371009
Comune di Oltrona di San Mamette,00686080136,Regione Lombardia,80050050154
Comune di Oltrona di San Mamette,00686080136,P.A. Digitale spa,06628860964
Comune di Olzai,80004790913,PagoPA SpA,15376371009
Comune di Olzai,80004790913,Maggioli SPA,06188330150
Comune di Olzai,80004790913,Poste Italiane S.P.A.,97103880585
Comune di Olzai,80004790913,Regione Autonoma della Sardegna,80002870923
Comune di Olzai,80004790913,E-Fil S.r.l.,03789750100
Comune di Ome,00841600174,PagoPA SpA,15376371009
Comune di Ome,00841600174,Regione Lombardia,80050050154
Comune di Ome,00841600174,Maggioli SPA,06188330150
Comune di Omegna,00422730036,Regione Piemonte,80087670016
Comune di Omegna,00422730036,PagoPA SpA,15376371009
Comune di Omegna,00422730036,Siscom SPA,01778000040
Comune di Omegna,00422730036,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Omegna,00422730036,Technical Design s.r.l.,00595270042
Comune di Omignano,03515940652,Publisys SPA,00975860768
Comune di Omignano,03515940652,Poste Italiane S.P.A.,97103880585
Comune di Omignano,03515940652,PagoPA SpA,15376371009
Comune di Omignano,03515940652,P.A. Digitale spa,06628860964
Comune di Onani,80003810910,Numera Sistemi e Informatica SpA,01265230902
Comune di Onani,80003810910,PagoPA SpA,15376371009
Comune di Onani,80003810910,Maggioli SPA,06188330150
Comune di Onano,80016590566,PagoPA SpA,15376371009
Comune di Onano,80016590566,Poste Italiane S.P.A.,97103880585
Comune di Onano,80016590566,APKAPPA S.R.L.,08543640158
Comune di Onano,80016590566,Progetti e Soluzioni SPA,06423240727
Comune di Oncino,85001670042,Siscom SPA,01778000040
Comune di Oncino,85001670042,PagoPA SpA,15376371009
Comune di Oneta,00652150160,PagoPA SpA,15376371009
Comune di Oneta,00652150160,Regione Lombardia,80050050154
Comune di Oneta,00652150160,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Oneta,00652150160,APKAPPA S.R.L.,08543640158
Comune di Onifai,80006610911,PagoPA SpA,15376371009
Comune di Onifai,80006610911,Dedagroup Public Services S.R.L.,01727860221
Comune di Onifai,80006610911,Maggioli SPA,06188330150
Comune di Oniferi,80005410917,PagoPA SpA,15376371009
Comune di Oniferi,80005410917,Regione Autonoma della Sardegna,80002870923
Comune di Oniferi,80005410917,E-Fil S.r.l.,03789750100
Comune di Oniferi,80005410917,Maggioli SPA,06188330150
Comune di Ono San Pietro,00968280172,PagoPA SpA,15376371009
Comune di Ono San Pietro,00968280172,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Ono San Pietro,00968280172,Siscom SPA,01778000040
Comune di Ono San Pietro,00968280172,Regione Lombardia,80050050154
Comune di Ono San Pietro,00968280172,Advanced Systems S.p.A.,03383350638
Comune di Ono San Pietro,00968280172,ARCA Servizi s.r.l,09106071005
Comune di Onore,00636350167,Siscom SPA,01778000040
Comune di Onore,00636350167,Poste Italiane S.P.A.,97103880585
Comune di Onore,00636350167,PagoPA SpA,15376371009
Comune di Onzo,00326580099,PagoPA SpA,15376371009
Comune di Onzo,00326580099,Regione Liguria,00849050109
Comune di Opera,80104310158,PagoPA SpA,15376371009
Comune di Opera,80104310158,Maggioli SPA,06188330150
Comune di Opera,80104310158,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Opera,80104310158,CREDEMTEL SpA,01378570350
Comune di Opera,80104310158,Progetti e Soluzioni SPA,06423240727
Comune di Opi,00181620667,PagoPA SpA,15376371009
Comune di Opi,00181620667,CREDEMTEL SpA,01378570350
Comune di Oppeano,80030260238,PagoPA SpA,15376371009
Comune di Oppeano,80030260238,E-Fil S.r.l.,03789750100
Comune di Oppeano,80030260238,Regione del Veneto,80007580279
Comune di Oppido Lucano,80004850766,PagoPA SpA,15376371009
Comune di Oppido Lucano,80004850766,Regione Basilicata,80002950766
Comune di Oppido Lucano,80004850766,ASSIST SPA,10596000017
Comune di Oppido Mamertina,00134970805,PagoPA SpA,15376371009
Comune di Oppido Mamertina,00134970805,E-Fil S.r.l.,03789750100
Comune di Oppido Mamertina,00134970805,SO.G.E.T. S.P.A.,01807790686
Comune di Ora,80010730218,PagoPA SpA,15376371009
Comune di Ora,80010730218,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Ora,80010730218,Alto Adige Riscossioni Spa,02805390214
Comune di Orani,80005130911,PagoPA SpA,15376371009
Comune di Orani,80005130911,Regione Autonoma della Sardegna,80002870923
Comune di Orani,80005130911,APKAPPA S.R.L.,08543640158
Comune di Oratino,80008550701,PagoPA SpA,15376371009
Comune di Oratino,80008550701,P.A. Digitale spa,06628860964
Comune di Oratino,80008550701,Advanced Systems S.p.A.,03383350638
Comune di Orbassano,01384600019,Regione Piemonte,80087670016
Comune di Orbassano,01384600019,PagoPA SpA,15376371009
Comune di Orbassano,01384600019,Maggioli SPA,06188330150
Comune di Orbassano,01384600019,Advanced Systems S.p.A.,03383350638
Comune di Orbetello,82001470531,Regione Toscana,01386030488
Comune di Orbetello,82001470531,PagoPA SpA,15376371009
Comune di Orbetello,82001470531,P.A. Digitale spa,06628860964
Comune di Orbetello,82001470531,Maggioli SPA,06188330150
Comune di Orciano Pisano,00346420508,Regione Toscana,01386030488
Comune di Orciano Pisano,00346420508,PagoPA SpA,15376371009
Comune di Orciano Pisano,00346420508,Maggioli SPA,06188330150
Comune di Orco Feglino,00334250099,PagoPA SpA,15376371009
Comune di Orco Feglino,00334250099,Technical Design s.r.l.,00595270042
Comune di Orco Feglino,00334250099,Regione Liguria,00849050109
Comune di Ordona,81002190718,PagoPA SpA,15376371009
Comune di Ordona,81002190718,Dedagroup Public Services S.R.L.,01727860221
Comune di Ordona,81002190718,Maggioli SPA,06188330150
Comune di Orero,00928960103,PagoPA SpA,15376371009
Comune di Orero,00928960103,CREDEMTEL SpA,01378570350
Comune di Orgiano,00453590242,PagoPA SpA,15376371009
Comune di Orgiano,00453590242,Regione del Veneto,80007580279
Comune di Orgiano,00453590242,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Orgiano,00453590242,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Orgiano,00453590242,APKAPPA S.R.L.,08543640158
Comune di Orgosolo,93002110919,PagoPA SpA,15376371009
Comune di Orgosolo,93002110919,Poste Italiane S.P.A.,97103880585
Comune di Orgosolo,93002110919,APKAPPA S.R.L.,08543640158
Comune di Oria,80001550740,PagoPA SpA,15376371009
Comune di Oria,80001550740,Maggioli SPA,06188330150
Comune di Oria,80001550740,Regione Puglia,80017210727
Comune di Oria,80001550740,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Oria,80001550740,ANDREANI TRIBUTI srl,01412920439
Comune di Oria,80001550740,Dedagroup Public Services S.R.L.,01727860221
Comune di Oricola,00181950668,PagoPA SpA,15376371009
Comune di Oricola,00181950668,CREDEMTEL SpA,01378570350
Comune di Origgio,00322990128,PagoPA SpA,15376371009
Comune di Origgio,00322990128,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Origgio,00322990128,Maggioli SPA,06188330150
Comune di Origgio,00322990128,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Orino,00560020125,PagoPA SpA,15376371009
Comune di Orino,00560020125,Regione Lombardia,80050050154
Comune di Orino,00560020125,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Orino,00560020125,San Marco SPA,04142440728
Comune di Orino,00560020125,NORDCOM,13384100155
Comune di Orio Al Serio,80038190163,PagoPA SpA,15376371009
Comune di Orio Al Serio,80038190163,Regione Lombardia,80050050154
Comune di Orio Al Serio,80038190163,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Orio Al Serio,80038190163,Open Software S.r.l.,02810000279
Comune di Orio Al Serio,80038190163,San Marco SPA,04142440728
Comune di Orio Al Serio,80038190163,Intesa Sanpaolo SPA,00799960158
Comune di Orio Canavese,01156600015,Regione Piemonte,80087670016
Comune di Orio Canavese,01156600015,PagoPA SpA,15376371009
Comune di Orio Canavese,01156600015,CREDEMTEL SpA,01378570350
Comune di Orio Litta,82503970152,PagoPA SpA,15376371009
Comune di Orio Litta,82503970152,P.A. Digitale spa,06628860964
Comune di Orio Litta,82503970152,Advanced Systems S.p.A.,03383350638
Comune di Oriolo,81001210780,Siscom SPA,01778000040
Comune di Oriolo,81001210780,PagoPA SpA,15376371009
Comune di Oriolo Romano,80004850568,PagoPA SpA,15376371009
Comune di Oriolo Romano,80004850568,Maggioli SPA,06188330150
Comune di Oriolo Romano,80004850568,CREDEMTEL SpA,01378570350
Comune di Oristano,00052090958,PagoPA SpA,15376371009
Comune di Oristano,00052090958,Regione Autonoma della Sardegna,80002870923
Comune di Oristano,00052090958,Maggioli SPA,06188330150
Comune di Ormea,00514250042,Siscom SPA,01778000040
Comune di Ormea,00514250042,Regione Piemonte,80087670016
Comune di Ormea,00514250042,PagoPA SpA,15376371009
Comune di Ormelle,80011490267,PagoPA SpA,15376371009
Comune di Ormelle,80011490267,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Ormelle,80011490267,E-Fil S.r.l.,03789750100
Comune di Ormelle,80011490267,Regione del Veneto,80007580279
Comune di Ornago,05827280156,PagoPA SpA,15376371009
Comune di Ornago,05827280156,Maggioli SPA,06188330150
Comune di Ornago,05827280156,Progetti e Soluzioni SPA,06423240727
Comune di Ornavasso,00278890033,Siscom SPA,01778000040
Comune di Ornavasso,00278890033,PagoPA SpA,15376371009
Comune di Ornavasso,00278890033,Maggioli SPA,06188330150
Comune di Ornica,94001390163,PagoPA SpA,15376371009
Comune di Ornica,94001390163,CREDEMTEL SpA,01378570350
Comune di Orosei,00134670918,PagoPA SpA,15376371009
Comune di Orosei,00134670918,Maggioli SPA,06188330150
Comune di Orosei,00134670918,Regione Autonoma della Sardegna,80002870923
Comune di Orosei,00134670918,Archidata srl,09613270157
Comune di Orosei,00134670918,Numera Sistemi e Informatica SpA,01265230902
Comune di Orotelli,00154850911,PagoPA SpA,15376371009
Comune di Orotelli,00154850911,WEMAPP SRLS,01931590762
Comune di Orotelli,00154850911,Regione Autonoma della Sardegna,80002870923
Comune di Orotelli,00154850911,Dedagroup Public Services S.R.L.,01727860221
Comune di Orria,84000910657,PagoPA SpA,15376371009
Comune di Orria,84000910657,ICCREA Banca SpA,04774801007
Comune di Orroli,00161690912,PagoPA SpA,15376371009
Comune di Orroli,00161690912,Regione Autonoma della Sardegna,80002870923
Comune di Orroli,00161690912,CREDEMTEL SpA,01378570350
Comune di Orsago,82001370269,PagoPA SpA,15376371009
Comune di Orsago,82001370269,E-Fil S.r.l.,03789750100
Comune di Orsago,82001370269,Regione del Veneto,80007580279
Comune di Orsara Bormida,00385210067,Siscom SPA,01778000040
Comune di Orsara Bormida,00385210067,Poste Italiane S.P.A.,97103880585
Comune di Orsara Bormida,00385210067,PagoPA SpA,15376371009
Comune di Orsara di Puglia,80002200717,PagoPA SpA,15376371009
Comune di Orsara di Puglia,80002200717,Dedagroup Public Services S.R.L.,01727860221
Comune di Orsara di Puglia,80002200717,Regione Puglia,80017210727
Comune di Orsenigo,00711250134,San Marco SPA,04142440728
Comune di Orsenigo,00711250134,PagoPA SpA,15376371009
Comune di Orsenigo,00711250134,Regione Lombardia,80050050154
Comune di Orsenigo,00711250134,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Orsogna,81001270693,PagoPA SpA,15376371009
Comune di Orsogna,81001270693,Poste Italiane S.P.A.,97103880585
Comune di Orsogna,81001270693,CREDEMTEL SpA,01378570350
Comune di Orsogna,81001270693,ANDREANI TRIBUTI srl,01412920439
Comune di Orsogna,81001270693,SO.G.E.T. S.P.A.,01807790686
Comune di Orsomarso,00404880783,PagoPA SpA,15376371009
Comune di Orsomarso,00404880783,Noviservice srl,02789990922
Comune di Orta Nova,81001190719,PagoPA SpA,15376371009
Comune di Orta Nova,81001190719,Regione Puglia,80017210727
Comune di Orta Nova,81001190719,ANDREANI TRIBUTI srl,01412920439
Comune di Orta San Giulio,00422690032,Siscom SPA,01778000040
Comune di Orta San Giulio,00422690032,PagoPA SpA,15376371009
Comune di Orta San Giulio,00422690032,Maggioli SPA,06188330150
Comune di Ortacesus,80019670928,PagoPA SpA,15376371009
Comune di Ortacesus,80019670928,Regione Autonoma della Sardegna,80002870923
Comune di Orte,00088570569,PagoPA SpA,15376371009
Comune di Orte,00088570569,Advanced Systems S.p.A.,03383350638
Comune di Ortelle,83001010756,PagoPA SpA,15376371009
Comune di Ortelle,83001010756,Regione Puglia,80017210727
Comune di Ortezzano,00390830446,PagoPA SpA,15376371009
Comune di Ortezzano,00390830446,Regione Marche,80008630420
Comune di Ortezzano,00390830446,APKAPPA S.R.L.,08543640158
Comune di Ortignano Raggiolo,80000170516,Regione Toscana,01386030488
Comune di Ortignano Raggiolo,80000170516,PagoPA SpA,15376371009
